text,reply count,like count,sentiment,
Ya seperti ini lah wajah indonesia yang sebenarnya !!!,0,1,,
"ikut berbela sungkawa atas meninggalnya rasa kemanusiaan yang adil dan beradab , dan keadilan sosial bagi seluruh rakyat indonesia, semoga amal ibadanya di terima di sisinya, saya takut bersuara karena kelak di anggap gila, salah salah penjara menanti dengan jerat pasal karet yang bisa membias kemana kemana , saya takut bersuara karena saya bukan siapa siapa, saya takut bersuara karena tak ada pilihan lain",0,0,,
"maunya gak perlu tambang ini itu, import saja semua beli langsung dari negara2 lain, sanggup beli? goblok aja mau import kalo punya bahan baku di negri sendiri. ini movie? gak mutu. rencana mau serang sebelum pilpres? terima hasilnya.",0,0,,
"Film ini gak mungkin bisa tayang di media Nasional, krn PLTU batang mulai jaman SBY-Jokowi tetap jalan terus, 
 
 Sebagian pengusaha yg menghabiskan cadangan energi negara juga para politisi yg sekarang jadi pejabat, tau gak kl bumi pertiwi udah hancur..!!!",0,1,,
"Ini indonesia....4000 orng kaya menguasi keuangan 4jt orng, ya usaha hilir mudik nya di kuasai itu2.. aja...dia yg pemerintah, dia yg pengusaha...dia pemilik tambang dia pemegang saham pltu...ya yang kaya makin kaya yg miskin makin miskin....apa gk ada energi lain buat listrik...harua batu bara,? Jwban nya iya...karna kalau di gunakan buat pembangkit listrik harga batu bara makin bagus ...tp ingat batu bara bakal hbiss...",0,0,,
Kalimantan Berubah Nama Jadi KALIKOLAM Datang Gali Lalu Pergi,2,6,,
Tempat KaKaEn 2016.,0,0,,
"Astaqfirullah, ampuni dosa"" hamba mu ini ya Robi.
 Tak terasa air mata ini menetes sambil melihat cerita yang begitu amat pedih dinegri ini. 
 Saya Pribadi malu, ternyata semua dari masa kemasa Pemerintahan semua nya hanya semu. Rakyat kecil hanya dijadikan alat untuk sebuah kekuasaan. Ujung"" nya rakyat kecil juga yang jadi korban nya.",0,3,,
"38:58
 Kocak juge nni sandia you no
 Dari asumsi saya harta titipan yg diatas yg dipegang bapak tolong bagi saya 0,01% aje ato dlm nominal dibulatkan ke bawah jadi 300 jeti pleeeees.....",0,0,,
"Mana sexy nya kocak gw kira film orang sexy mbunuh penjahat ternyata film ngajarin hemat energi ngibulin 22jt di Indonesia
 Edit: 00:06 kok ga di lamain biar bonus gitu",2,3,,
"Tanpa disadari air mata mengalir ya allahðŸ˜¢ðŸ˜¢,, berilah kami rakyat Indonesia pemimpin ya adil amanah pemimpin yang bijaksana yg bisa membawa kita dlm kedamaianðŸ˜­ðŸ˜­ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™",0,2,,
"( Bagaimana masa depan anak kami pak? Sudah tidak ada tempat di Indonesia ? ""Sambil nangis"" ) hey kau yg datangi rakyat saat menjelang pemilihan, lihat ,dengar, biadab kau",0,0,,
"Pihak ketiga mulai menuju untuk perpecahan nkri,,ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",0,0,,
"Ini video menjebak sebuah pemikiran seseorang,,, kalo saya sendiri sih, ini video lebih untuk negara yg maju tpi mengkorban kan beberapa rakyat demi rakyat yg lainnya,, contoh sebuah pltu, sekitar pltu masih sengketa menolak, sedangkan indonesia ingin lebih maju dengan tenaga listrik yg memadahi terlebih dahulu,,,
 
 Kalo seperti itu pemikiran saya, gimana argumen anda???",7,0,0,
Woi gubernur nanti gw doain lu kecebur ke sana biar nasib trus gw bilang kekeluarga lu gw penjara lu kalau kesana abis itu gw bilang ke emak lu Ya Itu Emang Nasib Enak Ga Dikituin Coba,3,190,,
"Ya beginilah penguasa.
 Yg kaya semakin kaya,yg miskin akan semakin miskin.",0,0,,
Kek nya tu mulut pemerintah kaltim di tutup pakek duit perusahaan makanya diam ada nyawa melayang pun jawaban nya sepele,0,1,,
"menit 20.29 apanya yang belum di kerjakan 1,2,3...... bohong...... bohong..... suruh hidup daerah trans tuh biar tahu,,,,",0,0,,
ngeri omongan pak gubernur durasi ke 16:00\,1,74,,
sebel itu pak gub.,0,1,,
Really?? Selevel gubernur jawabannya spti itu? Org2 biasa pun jg bisa kali gtu doang wkakw. #butuhPemimpinKritis #PerluAksi,2,20,,
"Kita tidak hanya hidup di dunia, tetapi kita juga punya tanggung jawab di akhirat, kita harus segera sadar dan menyadari atas apa apa dari perbuatan yang telah kita lakukan!!! Janganlah engkau berbuat dzolim di karenakan engkau ada seorang pemimpin?",0,0,,
ternggarong sebrang kutai kartanegara kalimantan timur...ðŸ˜¥ðŸ˜¥ asli film ini kenyataan dan penderitaan yg terjadi di tenggarong sebrangðŸ˜¥ðŸ˜¥,0,0,,
Hhmnm... Kuatkan mereka Ya AllohðŸ˜­,0,1,,
kenapa harus ada mereka di antara kita..,0,0,,
Akibat Pembangunan yang tidak bermoral...,0,0,,
"#JasaProgramSewasembadaPangZamanPakHartoKnapaMediaInformasiTVTvMenjelek""kanAlmarhumLuarBiasaOrangBaikZamnKrangByakYgDifitnah",1,1,,
"Listrik mahal ya salah itu pasti 
 Membangun pembangkit listrik untuk mengatasi masalah itu ya masih salah krna banyak yg di rugikan semoga ada solusi",1,0,,
negara ini memang benar benar the sexy killers.. korban 500 jiwa lebih petugas kpps dalam pemilu 2019,1,1,,
Segala kebijakan itu pasti ada baik dan buruknya itu pasti. Tapi andai kebijakan itu tidak memberikan kebaikan untuk orang banyak maka layak di hentikan tapi andai sebaliknya maka wajib di teruskan,1,0,,
Di Bangka Belitung banyak juga lohh lobang2 begitu yg perlu di reklamasi,0,8,,
Kenapa mencatat korbannya hanya dari tahun 2014,0,0,,
1 LG tambang di bukak sejak kapan itu ?????,0,0,,
Dari panas bumi untuk listrik kayaknya lebih ramah lingkungan hanya saja awalnya yg merusak atau kincir angin turbin air panel Surya dll,0,0,,
Emang listriknya dari batu bara doang ?????,0,0,,
"Kita sebenarnya bangkit atas segala penindasan yg ada ini, rasanya pemimpin kali ini sama sekali tidak pantas memimpin negri ini.",0,0,,
Martabak batubara. Pisang batubara. Kopi batubara ðŸ˜…,0,3,,
"kok kesel ya denger komentar pemerintah terhadap korban jiwa kya gitu.. enak bgt bilang nya "" ya nasib itu""
 ya misalnya pemerintah tsb meninggal drmh nya krna kejadian perampokan .. bilang aja ya nasib itu. gausah ada upaya penanggulangan lah. misal keluarga nya ad yg knpÂ² ya nasib itu biar dipertanggungkan dunia akhirat aj",0,0,,
Semoga dg berganti nya pemerintahan yg sekarang akan lebih baik lagi...,0,0,,
"di kalimantan timur bxk lobang lobang yg d biarkn dri pengambilan batu bara ..yg tak bertanggung jawab hx di tinggalkn begtu saja ...apa g hncur kh bumi kta ini ...dngn adax lobng"" dengn penuh gubngn air",0,0,,
Sedih ngelihat negara kita sekarang ini.. Sungguh2 kacauðŸ˜¢ðŸ˜¢,0,0,,
"Gubenur nya gomong nya macam apa gitu ...
 Saya dengar nya sangat kecewa .
 Jauh dr sosok pemimpin yg bertanggung jawab",0,3,,
"Semua nya kena sogok,, dr uang tambang ,,Luhut mantaaap tambang nyaaa besar lubang nya bnyak,, anak presiden ternyata bukan jual goreng pisang dan martabak,, 17 perusahaan nyaa ,, ðŸ¤£ðŸ¤£ planga plongo pura2 diam ,, direktur cuy ,,nonton sampai habis jgn stengah2 baru bisa balas koment d situ jelas ,,d ceritakan",0,0,,
Gw Yang terakhir hakhakhak,0,1,,
"Itu dislike siapa sih, mungkin para pejabat yg serakah",5,13,,
Vidio ini ko ga trending2 ya ðŸ˜,0,0,,
Apakah yang di akhir video tsb sudah cukup menjadi solusi nasional.coba anda caritahu lagi.,0,0,,
Ini bukan sekedar video..tolong pak presiden tonton ini video 100x biar tau apa yg harus di lakukann..ðŸ˜¡,0,0,,
Rakyat kecil jadi korban keserakahan penguasa,2,53,,
"Intinya tidak peduli terhadap rakyat yang ada hanya mementingkan kepentingan diri sendiri dan aji mumpung disematkan dipundaknya, oleh karena itu julukan yg tepat buat mereka adalah GEROMBOLAN ORANG ORANG RAKUS BIN SERAKAH.
 tinggal tunggu ganjaran dari Allah SWT dari doa orang orang yg terdzolimi untuk mereka yg merasa nyaman dengan keserakahan dan kecongkakannya",0,0,,
Siap dengan pembangkit nuklir?,0,0,,
"Sekarang gua tau kenapa tenaga nuklir tidak segera terealisasi. 
 Jawbanya karena ada kepentingan kekayaan tambang batu bara akan terancam karna beralih ke energu nuklir. tambang batu bara bisa bangkrut",0,0,,
"Debat itu tidak beda macam kuis saja . 
 Hoki hokian 
 Zonk!!!!!!!!!",0,0,,
Ternyata semua pemerintahan mementingkan kebutuhan pribadi dan keluarga.. fuck,0,0,,
"Di tunggu karya2 selanjutnya bang, bongkar rahasia2 lain di pelosok indonesia",0,10,,
"Ya Allah berikan indonesia pemimpin yg baik yg engkau ridhoi, agar bisa melawan kemungkaran Aamiin.....",0,0,,
Kalian wakil rakyat tak pantas untuk memimpin anjir.. kalian tanpa kami tak bisa makan .. kalian semua wakil kami kenapa kalian tak mikir yg kami keluhkan. Malah menyepelekan .. bangsat lah,0,0,,
"Listrik yg ku gunakan hari ini adalah deraian air mata mereka ðŸ˜­ðŸ˜­
 Sad bgt lha, aku akan mulai belajar hemat listrik dr skrg..",1,6,,
Hanya mampu berdoa semoga indonesia mampu bertahanðŸ˜­ðŸ˜­,0,4,,
"Video kapan ini cpt masukan ke tv biar para elit tau gmna seng sensaraya rakya yg di sekitar pertambangn...?asu petinggi"" cuman meperkaya diri sndrii pak jokowii suruh terjun kesana biar tau sengsaranya rakyat yg di sekitar tambng.asu gebenure",0,0,,
Baru 12 menit udah nangis bombay ðŸ˜¢ðŸ˜¢ðŸ˜¢ðŸ˜¢ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,0,16,,
Petani Kendeng aja bisa berhentiin proyek. Masak Kaltim gak bisa,0,0,,
Jangan lupa tonton juga film dokumenter asimetris tentang Indonesia,0,0,,
Duid udh banyak dahal:< msh ga puas aja:),0,0,,
"Katanya ini tentang rakyat, itu soal rakyat,
 Tapi rakyat mana yang sedang mereka dendungkan ituu??
 Sedang dibawah terik mentari, masyarakat semakin melarat...
 Uhh... negri yang penuh dengan KHAYALAN KESEJAHTERAAN ðŸ˜§ðŸ˜¢",3,77,,
Ayoo dong bergerak jangan bercakap aja yang bersinar. Gerakan yg diperlukan. Berbicara tidak akan membawa hasil. Gerakanlah yg akan mengubah semuanya.,0,0,,
"Inti nya pemerintah gk bodoh .. mreka sudah tau keuntungan bgitu pula dampak nya , hnga saja sebagian staff yg nakal. . Jngn pintar menilai kinerja pemerintah , andai kalian d hadapi face to face dngn humas d stiap masing2 prusahaan . Apa kalian bsa brtnya ? Stelah ucapan yg hnya keluha saja yg kalian lontarkan .. inti nya tanpa ada nya PLT ,indonesia kalian takan klian rasai semewah ini .. jngn sok pintar mengurui dngn mmberi komentar masukan yg brkata ""knapa gk pakai rumus ini,knpa gk pakai bahan ini bla bla bla "" 
 Kalian fikir staff PLT itu tamatan SMk fisika smua ?? Mreka adalah guru besar kimia universitas .. jd ilmu klian masih gk sbanding ..dsaat klian baru bsa menghidupkan layar hp agar bbercahaya .mreka sudah dluan memikirkan dn mnciptakan nya ..
 Tanpa kinerja pemerintah kalian akan gelap di malam hari ..",0,0,,
"Andaikata permasalahan lingkungan seperti ini bisa diurai oleh pemerintah, sayangnya pemerintah budeg alias tuli sama isu-isu yang demikian",0,0,,
"Nyatanya memang benar hukum indonesia, terlihat lancip diatas namun tumpul dibawah. Hukum yang tertulis mungkin memang terlihat 'setegas' itu. Tetapi hukum yang dilaksanakan patut dipertanyakan dimana letak 'ketegasannya' itu?",0,0,,
"Astaghfirullah ðŸ˜¥ðŸ˜¥
 Amankan dan sejahterakn Indonesia Ya Allah...
 jauhkan dari pemimpin"" yang tidak bertanggung jawab ðŸ˜¥ðŸ˜¥ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™",0,1,,
"Kampung ku Desa Mulawarman total Warga 3248 jiwa dengan total KK 828 Lahan pemukiman untuk sekarang tinggal 72Ha..pertanyaanya apakah cukup untuk generasi anak cucu kita??
 Dengan sulit nya lahan pekerjaan..??
 Yang dulunya Jadi lubung padi...
 Sekarang beras raskin berebutan..karena tidak ada lagi lahan sawah...
 Miriisss...",2,1,,
Kenapa bangsa menyiakan perjuangan soekarno dan bung hatta,0,0,,
Rakyat kecil bisa apa. Mau protes ntar ditangkep'. Semoga film ini sampai ke pemerintah,1,6,,
"Aturannya setelah dikeruk ditimbun lagi. Cuma rata rata Perusahaan tambang sm Pemda cuma tau untung, mereka ngga mikir dampak lingkungan sama masyarakat setempat. Heran saya apa gunanya uang jabatan kl tempat tinggal kita hancur. Semoga ini memberi pelajaran buat kita semua khususnya masyarakat sumatra dan kalimatan jgn cuma diam melihat tambang gak sesuai dgn aturan kita harus bersuara!",0,0,,
"Ada biofuel, biomassa , panas bumi, air, angin, matahari, gelombang laut, pasang surut...berdoa semoga kita segera memakai sumber2 energi tsb...wah bakalan murah ya harga listrik...tidak seperti sekarang....dan tidak merusak lingkungan...",1,2,,
Begitu merakyat dan sederhananya Presiden kita. Begitu suci nya orang2 disekeliling dia. Kita dibutakan MEDIA. Dan saya rasa tidak semua PT BATU BARA ITU BERDAMPAK NEGATIF JIKA BENAR2 MENJALANKAN KEWAJIBANNYA.,0,0,,
Ngeri ini indonesia....,0,0,,
Wahai para penguasa tolong buka mata hati kalian,0,1,,
"apik.
 tapi rodok gendeng.
 filemnya. 
 mambu politik .
 pas Arep coblosan.",0,2,,
"Sedih miris pengen nangis aku liat video ini.... 
 Ternyata otak nya luhut binsar panjaitan.... ðŸ˜ ðŸ˜ ðŸ˜",0,3,,
"Yg nonton udah 22jt plus, tp yg Subscribe hanya 400ribuan.. Chanel2 yg ngprank yg suka grebekan rumah yg sangat unfaedah itu main jutaan. Seperti ini lah negeri +62",0,1,,
22 jt lebih dalam sebulan. Kalah atta,0,0,,
gubernurnya haha,0,2,,
"Padahal dinegara maju isu lingkungan yang lagi digaungkan secara masif, nah di Indonesia masih aja isu agama yang digaungkan, nah loo...",0,0,,
Hati hati kalian yang buat video ini. Yg tidak mao menjual sawah aja dipenjarakan. Apalagi yg menyebarkan keburukan pejabat elite ini. Yaaa Allah sedih benerr di negeri sendiri mereka terjajah ðŸ˜¢,0,38,,
Siapa nonton dari awal smpai akhir nggk di skip..ðŸ˜,0,0,,
"Tikus2 berdasi menguasai negeri ini.
 Yang hanya mementingkan uang untuk mereka sendiri.
 Miris Sangat miris.liat Indonesia yang seperti ini. :'(
 
 Gws Indonesia ku ðŸ˜­ðŸ˜­",0,29,,
yang salah siapa? maap masih kelas 5 sd,0,0,,
"Rakyat dibubgkam hanya untuk keentingan segelintir orang golongan konglomerat, kami yang protes ditangkap, kami di intimindasi oleh pemerintah, yang notabenya adalah wakil rakya.. Amanat rakyat mereka gunakan untuk membunuh kami , kami rakyat yang percaya memilih mereka, memberi amanat mereka untuk mengemban tugas untuk dari kami rakyat kecil, tapi sekarang mereka membunuh kami secara perlahan untuk kepentingan mereka sendiri. Sunggu Allah tidak tidur, mental mereka para wakil yang menghiananti kami para pemberi amanat .",0,4,,
"Ini baru batu bara belum lagi migas, kelapa sawit, emas, kayu hutan dll,,, waw !!!!",0,0,,
"Ya allah miris skali ciptaanmu ya allah maafkan keserakahan mereka ..yang tdk pernah puas dgn apa yg mereka miliki..smoga kluarga yg d kalimantan tetap tabah, ikhlas ..dan pesan untuk presiden perhatikan lah rakyat yg ada d bawah krena tanpa mereka kalian bukan siapa"" ..trima kasih ðŸ™",0,2,,
Gua emang benci ngeliat tanah dikeruk buat pertambangan dan tapi disisi lain gua juga butuh listrik buat hidup sehari hari. Kira kira harus ngorbanin yg mana ya?,0,0,,
Jancok kalian konten kaya gini kaga disubcribe padahal yang nonton 22 jt!!!!bodoh kalian semua yang kaga subcribe,0,0,,
Yg jelas bkn kesalahan jokowi.duly presidene sopo seng tanda tangan.?,0,0,,
ya alloh semoga bisa membuka mata kita semua...,0,0,,
"https://youtu.be/TdZYBei6xG4 
 Ini lagu cocok buat soundtrack nya. 
 Lagu nya enak makna nya dalem.
 Salam dari sumatra â˜º",0,1,,
Ta lama lagi ramalan Jayabaya akan terbukti bawa dari tahun Ketahun Indonesia ini akan hancur secara perlahan ditangan orang pintar atau yang mempunyai uang banyak,0,0,,
Hoalah cok cok... Rugi,0,1,,
"Apakah ini dzolim? Klo iya, knapa hanya bisa memaki dan mengumpat tanpa bergerak?",0,0,,
"setelah saya menonton ini, saya sadar bahwa saya salah karena tidak (GOLPUT). jika ada merasa sama dengan pendapat saya, klik tombol like.",0,0,1,
"Alhamdulillah. saya faham kenapa Allah SWT menimpakan azab di daerah PLTU tersebut. Supaya semua mahluk melihat ada apa didaerah itu.. Subhanallah. mudah2an dibalik Azab-Mu ada banyak hikmat dibaliknya, seperti layaknya tsunami di Aceh. Bagi korban yang meninggal dan keluarga yang ditinggalkan sesungguhnya mereka telah menjadi pahlawan bagi generasi mendatang. sekarang tugas kita yang sudah melihat ini untuk mendukung Energi Terbarukan. Ayolah, Indonesia kaya akan air-angin-matahari-laut.Â hanya butuh doa untuk menyadarkan pemerintah dan insinyur yang mau mengkajinya, kemudian melakukan langkah awal menentang PLTU dan pengusaha dibaliknya.",0,1,,
Say kok jadi ingin bantai gubernur kalimantan,0,0,,
Suka sma film ini. Semoga menjadi pembelajaran bagi kita semua atas apa yg kita lakukan. Pasti akan ada dampak nya.,0,3,,
Menteri lingkungan hidup mana.,0,1,,
Aneh yah ko sampe ada yang DISLiKE. Aneh sekali,0,1,,
Ternyata masih dalam satu lingkaran.,0,3,,
"Penasaran lah... terpaksa nonton pakai kuota.. 
 Pasti banyak yg senasib...",0,8,,
Gila semua saling terkait dan berkesinambungan....dan rakyat yg menjadi korban,0,1,,
Jawabannya gubernur kok gt ya,0,0,,
"Solusi udah ada,.penanganannya yg gak becut....",0,0,,
Kapan ya gw jadi presiden,0,0,,
Betul kata cak nun. Belum ada pemimpin yg betul2 mensejahterakan rakyat. Semua demi kepentingan masing2,0,0,,
Sebentar lagi kalian akan jadi IBU KOTA. Kalimantan!,0,0,,
Dipalaran aj. Banyak banget danau2 bekas galian tambang. Sampe mangakibatkan banjir bila jebol,0,0,,
Gk bs dipercaya ini video. Plg gk ttg Kaesang. Ngapain buat bisnis makanan ya kalo punya tambang batu bara.. Gk masuk akal.,1,0,,
"Ini sebuah hasil jurnalistik investigasi yang patut mendapatkan jempol. Jurnalis mestinya seperti ini, nyatakan benar jika benar, dan salah jika keliru. Lanjutkan teman...",0,0,1,
"btw emg rakabu itu sejak jokowi belum jadi walkot :""v",0,0,,
PT. Rakabu mebel itu njert,0,0,,
Secara gk langsung keluarga LUHUTBINSAR lah yg bnyak bermain batu bara di sini semuanya ingin dia kuasai,0,2,,
Sungguh biadap kaum elit,0,0,,
Pengen nangis gw liatnya penjajahan di negri sendiri.. demi uang yg berkuasa tidak pikirkan dampaknya mirissss!!!!!!,0,0,,
Oh betapa hancurnya negeriku. Bobrok nya sistem pemerintahannya.,0,0,,
Masih blm ngerti knp dinamai sexy killer? ðŸ˜… Suhuu?,0,0,,
Jngn smpai hal in trjadi di kmpungku krn ada tmbng emas,0,0,,
kaum2 elit tamakk smuaa ini... lihat pndritaan rkyat... mreka rakyat kcil hanya memanfaatkan alam untk memenuhi kbutuhan hidup scukupnya saja... tp kaum2 tamak berdasi ini ingin mengeruk smua bumi demi memenuhi ketamakannya...,0,0,,
"para polituks busuk dan kaum busuk smua.. berdrama smua bermain politik,, pdhal mreka smua sesungguhnya sama saja... klw sprti ini tinggl tunggu waktu aj bumi indonesia ini di terpa berbagai macam bencana...",0,0,,
"JUJUR, gua pngn marah tpi tanpa sadar gua pun ikut merasakan fasilitasnya (hasilnya).. mau menyalahkan, tpi kita pun terkadang kesal saat pemadaman listrik terlalu lama..ðŸ˜¢ maafkan kmi yg hanya merasakan apa yg tlah mereka lakukanðŸ˜¢ðŸ˜¢",4,1,,
Jadikan target KPK. Itu gubernur kurang waras,0,0,,
"Demi kemajuan Negeri ini perlu ada pengorbanan, dan masyarakat harus patuh pada pemerintah. Kalo pembangunan di cekal bagaimana bisa maju negara ini. Saudara saya harus merelakan sebagian tanahnya bkn dgn ganti rugi namun hibah untuk jalan akses ke sawah. Karna tau kegunaanya untuk masyarakat banyak mereka rela berkorban. Demi kemakmuran orang bnyk. Padahal mereka juga bkn orang berada. Kalau ada infrastruktur listrik lancar yang menikmati siapa. Kalo ngk setuju ya bkin pembaangkit listrik sendiri di rumah. Jgn makai listrik buatan pemerintah..menyekal kok ikut menikmati semua infrastruktur.",0,1,,
Harus ditayangkan di TV!!!!!,0,0,,
Andaikan video ini di putar H-2bulan sebelum pilpress,0,0,,
"Ini masih kasus Batu bara Di Kalimantan, buat ekspedisi lagi dong gunung EMAS di Papua, rusaknya flora fauna disumatra akibat lahan sawit, menipisnya sawah-sawah Di Indonesia Yang ""dulunya"" negara agraris. Masih banyak lagi kisah kelam Indonesia ditangan negara sendiriðŸ™‚",1,235,,
Terima kasih atas ilmunya mas. Semoga selalu dalam lindungan Tuhan dan bisa membuat film2 lainnya.,0,0,,
Klw menurut saya kita tidak akan bisa menghilangkan dampak negatif dr penambangan ini.. karena sesuai hukum alam. Jika anda ingin enak menikmati alam ini anda harus rela mengorbankan sesuatu untuk menikmatinya. Yang bisa kita lakukan mencari solusi memperkecil dampak negatif nya bukan menghilangkannya.! Karena klw anda ingin tidak ada dampak nya ya jangan biarkan mereka buka penambangan!!,7,30,0,
Seharusnya media mainstream berani tayangin ini.,0,0,,
"Tarah wong gd"" bangsat bkin malapetaka aj diindonesia. Wajib ganti presiden n gubenurnya. Solusinya",1,1,,
Saya dari Kalimantan Tengah tugas dari guru PPKn sekolah saya membuat opini tentang sexy killer ini..ada yang dikasih tugas yang sama dari gurunya..,0,1,,
"Damn!! Viewers-nya Masih Naik Dengan Pesat!! 22,2 Million Viewers!!! MAKNYOSS!!!!",0,6,,
"indonesia bukan kekurangan orang pintar, tapi indonesia kekurangan orang jujur",0,0,,
Dear mr.joko si muka tebal mainan partai politik,0,2,,
Sepertinya Penindasan ialah konsep terakhir dalam mengkonstruk sebuah negara.,0,0,,
"Film yg sangat mendidik.dan qt menjadi tau.akan kekuasaan penguasa yg tidak pro pada rakyat kecil.
 Hhhhh.... indonesia kaya akan alamnya.tapi di pergunakan nya yg salah.",0,0,,
"gw curiga yang bikin dokumenter ini adalah peter parker, etapi kan ini bahasa indonesia jadi mungkin orang indonesia, namanya mungkin supiter atau suparker, atau bisa jadi supiter panjaitan... hiya hiya hiya
 
 great job btw",0,0,,
"Semoga ADIL Tuhan turun atas Keluarga yang teraniaya, terlebih atas ""Keluarga Penganiaya"" hingga keturunan mereka ke berapapun. 
 Ini adalah Behind The Scene ""Kerja-Kerja-Kerja"" (Kerjain Rakyat demi Keserakahan Dunia)!!! 
 BUKA MATA MU RAKYAT INDONESIA!!!
 TANDAI MUKA MEREKA!
 TANDAI KELUARGA MEREKA!
 CARI TITIK DENYUT MEREKA!
 
 LAWAN DAN HANCURKAN MEREKA SATU PER SATU DENGAN HUKUM RIMBA!!!
 
 FUCK YOU PEJABAT BERJIWA PENJAJAH!!! 
 ðŸ–•ðŸ–•ðŸ–•",0,0,,
Gubernur jawabannya hanya begitu ? Tukang becak juga bisa kalo jawaban ngawur !!!,0,0,,
"Mau tanya,katanya air yg ada di lubang bekas tambang beracun?? Lah kok mau di jadikan kolam ikan,apa bisa hidup ikannya?ðŸ˜…ðŸ˜…",1,0,,
Thanks to #watchdoc tim ... dan salut buat Teman ku @aritrismana. Mantul,0,0,,
"Bagus om,. Tapi kalau saran saya bahas juga punyanya para taipan om,.",0,0,,
"Yaallah greget sama perkataan gubernurnya, ga habis pikir dah nyawa orang dibuat lelucon, seandainya dia diposisi itu apa masih bisa ngomong gitu? Heran deh",0,1,,
Lingakaran SETAN bahkan yg kalian anggap malaikatðŸ˜‡ adalah IBLIS ðŸ‘¿...,0,0,,
"Camera, dron,perekam suara, komputer buat ngedit, lampu ruangan, AC/kipas angin. Alat syuting itu ngecas pake listrik apa????",0,0,,
Si HITAM yg terjajah di persada negeri ini,0,1,,
Tanda tanda kiamat...,0,1,,
Semoga Allah SWT mmberi jalan yg terbaik untuk kita semua .. Amin,0,17,,
"Bolehkah aku berkata kasar kepada elit politik itu ? , Sepertinya doa buruk lebih baik daripada berkata kasar !! ðŸ˜ðŸ˜. 
 #waitforsexykillers2",1,162,,
"Sungguh malang negri ini yang kaya raya, hanya untuk royok'an para elit politik dan pengusaha. Rakyat dibiarkan sengsara...!",0,0,,
"""Yah itu nasibnya dia mati dikolam tambang.."" sungguh pedis kata2 seorang gubernur yang dipilih oleh rakyat dan bkn dipilih oleh pemilik tambang",0,1,,
Mulutnya enak banget ni gubernur,0,0,,
"Selama saya jd driver ekspedisi... jujur saya prihatin dari ulah para penggila kekuasaan yg berlomba2 merusak alam kalimantan... wajar saya netral karna saya selalu melihat kenyataan dengan mata saya sendiri... 
 
 - tambang
 - perusahaan
 - sawit
 - oknum/aparat
 - penataan lingkungan
 - rupiah
 - kepentingan penguasa lebih wajib daripada rakyat biasa
 - pejabat
 - dan masih banyak lagi yg tidak bisa saya sebutkan...
 
 Jujur saya rindu peraturan sehat di bumi pertiwi...",0,0,,
"Gubernurnya banyak makan uang dari tambang, pasti isi perutnya batubara semua , mudah mudahan dia cepet taubat",0,0,,
Ini bahaya bro bisa menimbulkan perpecahan bangsa mohon di kaji ulang video ini,2,2,,
"share video ini, kalian berhasil buat film ini ....",0,0,,
Semoga mreka masuk neraka jahanan,0,0,,
Ini alasanya kenapa saya harus sekolah sampai kuliah,1,13,,
Rakyat kecil hanya bisa apa klo lawannya perusahaan,0,1,,
Sakit hati aku ngeliat semua nyaðŸ˜­,0,1,,
"Aku bersama mu para pejuang lingkungan,,,",0,0,,
"Malu banget saya ya Allah, kadang memakai listrik seenaknya sementara banyak yang terluka dari proses mendapatkan listrik ini.",0,0,,
"Sebenarnya ada teknologi yg lebih murah dari energi uap, tp kalau benar2 dijalankan cukong2 tsb akan kehilangan investasi yg besar... masalahnya mereka cukong skaligus Pemerintah yg idealnya menjalankan apa yg baik untuk rakyat, tp justru terus mengeruk kekayaan...",0,0,,
"ayo anak anak muda indonesia,, kita jadikan indonesia semakin sehat",0,1,,
Semoga akan lbh baik semuanya,0,0,,
"sudah diberi peringatan dg adanya sunami koh yaaa..
 Allah mencipatakan matahari,angin,air harusnya di manfaatkan...
 Mau jadi apa negri ini ???",0,0,,
"Gubernur ngrespon kya gitu, ingat pak ente dipilih ama rakyat.
  kalo ngomong nasib, emang manusia tau nasib orang. Kalo itu danau/kolam gak di gali gak makan banyak jiwa",0,0,,
Ohhhh begitu yaaa,0,0,,
mata najwa mata pemerintah. klo ILc pasti brani,0,0,,
"Gilo kali manusia indak berpikir apo. Dari rakyat untuk rakyat malah rakyat melarat, biarpun biayanya mahal soalnya listrik kalo itu terbaik buat rakyat kenapa gak di lakukan. Kalo gini yg kaya makin kaya yg miskin makin menderita",0,0,,
